日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20230831,5011,ニチレキ,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源 ,7,TOPIX Small 2
20230831,5013,ユシロ化学工業,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源 ,7,TOPIX Small 2
20230831,5015,ビーピー・カストロール,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源 ,7,TOPIX Small 2
20230831,5017,富士石油,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源 ,7,TOPIX Small 2
20230831,5018,ＭＯＲＥＳＣＯ,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源 ,7,TOPIX Small 2
20230831,5019,出光興産,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源 ,4,TOPIX Mid400
20230831,5020,ＥＮＥＯＳホールディングス,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源 ,2,TOPIX Large70
20230831,5021,コスモエネルギーホールディングス,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源 ,4,TOPIX Mid400
20230831,5025,マーキュリーリアルテックイノベーター,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5026,トリプルアイズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5028,セカンドサイトアナリティカ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5029,サークレイス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5031,モイ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5032,ＡＮＹＣＯＬＯＲ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,5033,ヌーラボ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5034,ｕｎｅｒｒｙ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5035,ＨＯＵＳＥＩ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5036,日本ビジネスシステムズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5037,フィットワークス,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5038,ｅＷｅＬＬ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5070,ドラフト,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
20230831,5071,ヴィス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20230831,5072,アートフォースジャパン,PRO Market,2050,建設業,3,建設・資材 ,-,-
20230831,5074,テスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20230831,5076,インフロニア・ホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20230831,5077,ハンズ,PRO Market,2050,建設業,3,建設・資材 ,-,-
20230831,5078,セレコーポレーション,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20230831,5079,ノバック,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20230831,5101,横浜ゴム,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,4,TOPIX Mid400
20230831,5103,昭和ホールディングス,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,-,-
20230831,5105,ＴＯＹＯ　ＴＩＲＥ,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,4,TOPIX Mid400
20230831,5108,ブリヂストン,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,2,TOPIX Large70
20230831,5110,住友ゴム工業,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,4,TOPIX Mid400
20230831,5121,藤倉コンポジット,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,7,TOPIX Small 2
20230831,5122,オカモト,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,7,TOPIX Small 2
20230831,5125,ファインズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5126,ポーターズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5127,グッピーズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5129,ＦＩＸＥＲ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5130,ヒロホールディングス,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5131,リンカーズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5132,ｐｌｕｓｚｅｒｏ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5133,テリロジーホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5134,ＰＯＰＥＲ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5135,ＡＩＲ－Ｕ,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5136,ｔｒｉｐｌａ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5137,スマートドライブ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5138,Ｒｅｂａｓｅ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5139,オープンワーク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5142,アキレス,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,5161,西川ゴム工業,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,-,-
20230831,5162,朝日ラバー,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,-,-
20230831,5184,ニチリン,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,-,-
20230831,5185,フコク,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,7,TOPIX Small 2
20230831,5186,ニッタ,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,6,TOPIX Small 1
20230831,5187,クリエートメディック,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20230831,5189,櫻護謨,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,-,-
20230831,5191,住友理工,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,7,TOPIX Small 2
20230831,5192,三ツ星ベルト,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,6,TOPIX Small 1
20230831,5194,相模ゴム工業,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,-,-
20230831,5195,バンドー化学,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,7,TOPIX Small 2
20230831,5199,不二ラテックス,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 ,-,-
20230831,5201,ＡＧＣ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,4,TOPIX Mid400
20230831,5202,日本板硝子,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
20230831,5204,石塚硝子,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230831,5208,有沢製作所,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
20230831,5210,日本山村硝子,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230831,5212,不二硝子,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230831,5214,日本電気硝子,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,4,TOPIX Mid400
20230831,5216,倉元製作所,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230831,5217,テクノクオーツ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230831,5218,オハラ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230831,5232,住友大阪セメント,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,4,TOPIX Mid400
20230831,5233,太平洋セメント,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,4,TOPIX Mid400
20230831,5237,ノザワ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230831,5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5241,日本オーエー研究所,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5242,アイズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5243,ｎｏｔｅ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5244,ｊｉｇ．ｊｐ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5246,ＥＬＥＭＥＮＴＳ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5247,ＢＴＭ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5248,テクノロジーズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5249,あさかわシステムズ,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5250,プライム・ストラテジー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5251,ウイズ・ワン,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5252,日本ナレッジ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5253,カバー,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5254,Ａｒｅｎｔ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5255,モンスターラボホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5256,Ｆｕｓｉｃ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5257,ノバシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5258,トランザクション・メディア・ネットワークス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5259,ＢＢＤイニシアティブ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230831,5261,リソルホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230831,5262,日本ヒューム,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230831,5268,旭コンクリート工業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230831,5269,日本コンクリート工業,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230831,5271,トーヨーアサノ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230831,5273,三谷セキサン,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230831,5277,スパンクリートコーポレーション,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230831,5279,日本興業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
